Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
24/12/2018,97497,95479,98196,95479,551.08K,2.53%
21/12/2018,95091,96721,97031,94780,2.28M,-2.93%
20/12/2018,97963,100136,100136,97963,647.65K,-2.25%
19/12/2018,100214,101766,102077,100136,580.91K,-1.97%
18/12/2018,102232,101301,102465,101301,974.22K,-1.64%
17/12/2018,103940,104794,104794,103940,1.25M,-0.81%
14/12/2018,104794,104794,105104,104328,312.20K,0%
13/12/2018,104794,104018,105570,104018,771.73K,0.75%
12/12/2018,104018,104095,104716,103241,938.93K,-0.59%
11/12/2018,104639,104639,105182,103629,531.67K,-0.15%
10/12/2018,104794,103940,105958,103629,1.20M,0.82%
07/12/2018,103940,102543,104483,102543,611.80K,1.67%
06/12/2018,102232,102465,103086,100835,1.31M,-0.98%
05/12/2018,103241,104406,104949,102543,1.33M,-2.56%
04/12/2018,105958,104018,105958,103707,1.20M,2.17%
03/12/2018,103707,99360,104018,99360,1.54M,4.38%
30/11/2018,99360,97808,99748,97808,1.70M,1.35%
29/11/2018,98040,99748,99748,98040,1.16M,-1.33%
28/11/2018,99360,97808,100136,97808,1.60M,1.19%
27/11/2018,98196,96643,98972,95634,2.26M,2.76%
26/11/2018,95556,91753,95789,91598,2.18M,4.32%
23/11/2018,91598,93072,93072,91209,500.32K,-1.75%
22/11/2018,93228,92529,93383,92529,1.12M,0.76%
21/11/2018,92529,90045,92529,89812,1.34M,2.32%
20/11/2018,90433,89579,90511,89502,858.11K,0.95%
19/11/2018,89579,90045,90278,89191,887.34K,0.35%
16/11/2018,89269,90821,91209,89269,679.85K,-1.71%
15/11/2018,90821,91209,91598,89269,667.63K,-0.43%
14/11/2018,91209,90045,91830,89890,809.11K,1.29%
13/11/2018,90045,89424,90666,89114,580.57K,-0.85%
12/11/2018,90821,89502,90821,89346,716.33K,0%
09/11/2018,90821,91598,92529,90744,873.78K,-2.5%
08/11/2018,93150,93771,93926,92762,979.07K,0.42%
07/11/2018,92762,91365,93538,91365,1.61M,1.53%
06/11/2018,91365,90433,92219,89657,1.92M,1.03%
05/11/2018,90433,90899,91675,89191,1.01M,-1.69%
02/11/2018,91986,88725,92219,88725,1.92M,3.68%
01/11/2018,88725,90821,90821,86552,2.07M,-1.55%
31/10/2018,90123,91054,91598,88881,1.29M,-1.02%
30/10/2018,91054,93150,93150,91054,642.08K,-2.25%
29/10/2018,93150,94314,94314,92141,586.57K,-1.23%
26/10/2018,94314,94625,94703,93849,771.62K,1.25%
25/10/2018,93150,93150,93849,90899,1.39M,-2.12%
24/10/2018,95168,95867,95867,94625,890.59K,-0.73%
23/10/2018,95867,97575,97575,94470,1.44M,-1.83%
22/10/2018,97652,97808,98429,97652,379.74K,-0.79%
19/10/2018,98429,97109,98429,96333,1.31M,0.63%
18/10/2018,97808,98506,98584,97730,418.93K,-0.71%
17/10/2018,98506,98972,98972,98040,533.15K,0.71%
16/10/2018,97808,97808,98118,97187,1.19M,0.24%
15/10/2018,97575,100136,100136,97497,830.62K,-2.18%
12/10/2018,99748,98584,99903,96721,1.15M,1.18%
11/10/2018,98584,95479,100136,95479,1.42M,-2.31%
10/10/2018,100913,101301,101611,100757,763.98K,-0.69%
09/10/2018,101611,102620,103241,101534,792.76K,-1.58%
08/10/2018,103241,104095,104561,103241,680.10K,-1.63%
05/10/2018,104949,105570,105648,104794,623.02K,-1.24%
04/10/2018,106269,106269,106346,105492,365.54K,0%
03/10/2018,106269,106346,106424,105958,841.54K,-0.07%
02/10/2018,106346,104794,106812,104794,697.61K,0.51%
01/10/2018,105803,106191,106346,105570,617.78K,-0.73%
28/09/2018,106579,107511,107821,106579,624.02K,-0.87%
27/09/2018,107511,106346,108675,106191,1.18M,1.47%
26/09/2018,105958,106269,106269,105803,501.74K,-0.29%
25/09/2018,106269,106346,106424,105725,576.18K,-0.07%
24/09/2018,106346,106967,106967,105725,767.66K,-0.58%
21/09/2018,106967,105570,106967,104716,2.21M,1.32%
20/09/2018,105570,106502,106579,105570,925.82K,-1.31%
19/09/2018,106967,107123,107278,106269,1.12M,-0.15%
18/09/2018,107123,105648,107744,104949,1.57M,1.47%
17/09/2018,105570,104018,105570,103474,1.38M,2.26%
14/09/2018,103241,102543,104018,102543,1.16M,0.68%
13/09/2018,102543,102465,102853,101534,786.20K,-0.23%
12/09/2018,102776,103241,104639,102620,1.61M,0.3%
11/09/2018,102465,98972,102776,98972,1.84M,3.45%
10/09/2018,99050,98972,99671,98817,724.64K,0.39%
07/09/2018,98661,94703,99050,94703,1.06M,4.09%
06/09/2018,94780,97419,98118,94703,1.48M,-2.71%
05/09/2018,97419,100913,100913,97187,1.50M,-24.59%
04/09/2018,129194,130101,130101,129112,828.94K,0%
31/08/2018,129194,129442,130926,129194,871.33K,0.13%
30/08/2018,129030,129936,130019,128205,1.08M,-0.7%
29/08/2018,129936,131503,131585,129359,1.35M,-1.07%
28/08/2018,131338,131998,132080,131091,1.27M,-0.62%
27/08/2018,132162,134389,134389,131915,1.37M,-1.17%
24/08/2018,133729,134636,134636,133729,543.61K,-0.67%
23/08/2018,134636,134389,134636,133976,492.34K,0.18%
22/08/2018,134389,135048,135131,133482,768.01K,0%
21/08/2018,134389,132492,134389,132162,797.09K,1.81%
20/08/2018,131998,131091,133482,130761,1.55M,1.01%
17/08/2018,130678,131091,131503,130678,490.72K,-0.06%
16/08/2018,130761,130266,130761,128288,1.25M,0.06%
15/08/2018,130678,130678,132245,130431,1.30M,0.25%
14/08/2018,130349,131091,131833,130101,1.19M,1.28%
13/08/2018,128700,129442,129442,128123,1.49M,-0.7%
10/08/2018,129607,129442,130101,128617,1.09M,0.13%
09/08/2018,129442,130266,131750,128617,924.25K,0.96%
08/08/2018,128205,125319,129030,125319,1.52M,1.63%
07/08/2018,126144,131915,131915,126144,2.80M,-4.32%
06/08/2018,131833,133564,133564,131503,1.49M,-1.05%
03/08/2018,133234,135790,135790,132987,1.48M,-2.06%
02/08/2018,136038,137109,137604,133317,1.91M,-1.14%
01/08/2018,137604,138511,138676,137357,821.72K,-0.77%
31/07/2018,138676,138511,139335,137686,761.06K,-0.18%
30/07/2018,138923,139335,140077,138346,543.82K,-0.18%
27/07/2018,139170,140984,141396,139006,348.82K,-1.57%
26/07/2018,141396,140077,141396,139335,623.57K,0.94%
25/07/2018,140077,140160,140490,140077,512.46K,0%
24/07/2018,140077,139995,140984,139583,679.34K,-0.06%
23/07/2018,140160,139335,141644,138676,822.36K,0.29%
20/07/2018,139748,140819,140819,139500,744.84K,-0.59%
19/07/2018,140572,142633,142633,139335,1.16M,0.89%
18/07/2018,139335,138511,139335,138099,604.66K,0.66%
17/07/2018,138428,137274,138511,137192,706.10K,-0.06%
16/07/2018,138511,137851,138758,136697,668.95K,1.02%
13/07/2018,137109,138758,139170,136697,461.23K,-1.19%
12/07/2018,138758,137686,139170,137686,190.24K,0.78%
11/07/2018,137686,137686,138923,136862,875.54K,0%
10/07/2018,137686,137686,139253,137686,842.16K,0%
09/07/2018,137686,139253,139748,137522,384.64K,0.6%
06/07/2018,136862,135213,140160,135213,538.82K,0.61%
05/07/2018,136038,137686,138511,135213,1.06M,-1.2%
04/07/2018,137686,140160,140160,137686,1.03M,-1.77%
03/07/2018,140160,140160,140242,139335,1.27M,-0.58%
02/07/2018,140984,140160,140984,139335,1.17M,0.59%
29/06/2018,140160,140160,142221,140160,1.40M,0%
28/06/2018,140160,143458,143952,139335,897.79K,-2.86%
27/06/2018,144282,143952,145024,143952,384.12K,-0.51%
26/06/2018,145024,145519,146756,143458,300.29K,-1.84%
25/06/2018,147745,150054,150054,147168,764.78K,0.67%
22/06/2018,146756,138923,147168,138923,1.35M,4.71%
21/06/2018,140160,139170,140572,138511,457.67K,0.71%
20/06/2018,139170,136862,139995,136697,683.87K,1.5%
19/06/2018,137109,141809,141809,136120,1.29M,-3.71%
18/06/2018,142386,146838,148240,142386,427.58K,-4.06%
15/06/2018,148404,147250,148817,146756,1.34M,0%
14/06/2018,148404,148487,149229,147333,921.30K,-0.55%
13/06/2018,149229,149229,149229,147910,566.96K,0%
12/06/2018,149229,147580,149229,146756,1.05M,0.5%
11/06/2018,148487,145931,150054,145519,865.26K,1.75%
08/06/2018,145931,144365,145931,144365,606.62K,-0.17%
07/06/2018,146178,144942,146673,144859,482.28K,1.31%
06/06/2018,144282,145931,145931,143046,556.46K,-1.13%
05/06/2018,145931,144282,148322,143046,1.05M,2.02%
04/06/2018,143046,138958,143209,138141,1.16M,4.04%
01/06/2018,137487,135689,138305,135280,1.26M,2.44%
31/05/2018,134218,135280,135689,133645,2.68M,-0.79%
30/05/2018,135280,137324,137406,134953,590.30K,-1.84%
29/05/2018,137814,133645,138550,132419,843.74K,2.18%
28/05/2018,134872,134872,135280,132419,557.80K,-0.6%
25/05/2018,135689,136506,137324,135689,615.43K,-1.19%
24/05/2018,137324,138141,138468,136343,968.75K,0.42%
23/05/2018,136752,130866,138550,130866,1.17M,3.27%
22/05/2018,132419,134872,135689,130784,1.42M,-2.41%
21/05/2018,135689,140593,140593,134953,1.25M,-2.98%
18/05/2018,139858,135689,139858,135362,1.38M,3.7%
17/05/2018,134872,138141,138550,134872,1.23M,-2.42%
16/05/2018,138223,143863,144762,138223,1.97M,-3.92%
15/05/2018,143863,147133,147541,143863,1.49M,-1.12%
14/05/2018,145498,146315,147133,143863,690.00K,0%
11/05/2018,145498,147133,147950,144680,1.21M,-1.11%
10/05/2018,147133,152037,152037,146315,541.21K,-2.7%
09/05/2018,151220,151220,152037,150402,666.31K,-0.05%
08/05/2018,151301,155715,155715,151301,617.08K,-2.58%
07/05/2018,155307,151220,155715,150811,926.17K,3.26%
04/05/2018,150402,151056,151220,150157,882.88K,-0.54%
03/05/2018,151220,152854,152854,150402,1.05M,0.27%
02/05/2018,150811,152037,152037,150811,743.08K,-0.27%
27/04/2018,151220,149094,154489,148767,1.20M,2.21%
26/04/2018,147950,148686,148686,147133,1.15M,0.56%
24/04/2018,147133,146315,147950,143945,1.76M,-1.32%
23/04/2018,149094,151220,151955,148767,764.33K,-1.94%
20/04/2018,152037,152854,152854,151220,887.64K,-0.8%
19/04/2018,153263,153263,153917,152364,1.01M,0%
18/04/2018,153263,151220,153263,150647,907.80K,1.63%
17/04/2018,150811,153263,154489,148113,1.46M,-2.89%
16/04/2018,155307,159966,159966,155307,784.06K,-2.91%
13/04/2018,159966,161028,161028,159802,872.53K,-0.31%
12/04/2018,160456,160620,160865,159721,901.42K,0.15%
11/04/2018,160211,160211,161437,159721,1.02M,-0.51%
10/04/2018,161028,161682,161682,159394,1.31M,-0.4%
09/04/2018,161682,162663,162827,161028,839.10K,-0.2%
06/04/2018,162009,161192,163235,161028,745.42K,0.46%
05/04/2018,161274,163481,163481,160048,543.25K,-1.35%
04/04/2018,163481,158331,163481,158331,1.19M,3.25%
03/04/2018,158331,163481,163889,157432,2.42M,-3%
02/04/2018,163235,165524,165851,162254,2.12M,-1.63%
30/03/2018,165933,169202,169202,164380,1.84M,-1.93%
29/03/2018,169202,172472,172717,169202,910.24K,-1.9%
28/03/2018,172472,174107,174924,172472,702.04K,-0.94%
27/03/2018,174107,171655,175496,170837,1.99M,2.16%
26/03/2018,170429,169202,172063,168876,772.20K,0.73%
23/03/2018,169202,168467,170020,167649,822.26K,-0.96%
22/03/2018,170837,173208,173208,170837,574.38K,0%
21/03/2018,170837,170837,172554,170837,1.09M,0%
20/03/2018,170837,173290,173290,170837,821.68K,-1.42%
19/03/2018,173290,175333,175333,172063,961.54K,-0.93%
16/03/2018,174924,172472,174924,170837,2.08M,1.81%
15/03/2018,171818,174107,174107,171491,747.70K,-1.31%
14/03/2018,174107,171655,174924,171001,1.36M,1.43%
13/03/2018,171655,168385,172472,168385,1.52M,1.94%
12/03/2018,168385,170429,172227,168385,993.88K,-0.96%
09/03/2018,170020,170837,172145,170020,1.23M,-0.48%
08/03/2018,170837,169202,171082,169202,710.89K,1.41%
07/03/2018,168467,164380,171655,164380,2.38M,2.03%
06/03/2018,165115,165442,166342,162827,943.49K,-0.2%
05/03/2018,165442,163317,167568,162254,854.48K,1.56%
02/03/2018,162908,160211,163072,159394,495.34K,1.68%
01/03/2018,160211,160211,162663,160211,879.47K,0%
28/02/2018,160211,162663,163154,160211,1.06M,-2%
27/02/2018,163481,165115,165115,161846,548.71K,0%
26/02/2018,163481,165115,166750,163481,1.07M,-0.99%
23/02/2018,165115,165933,166342,162663,578.14K,0.5%
22/02/2018,164298,166096,166096,162745,539.81K,-1.08%
21/02/2018,166096,161764,166096,158576,779.87K,5.01%
13/02/2018,158168,156941,159394,156941,649.98K,0.78%
12/02/2018,156941,154489,156941,154489,1.16M,0.52%
09/02/2018,156124,155307,156941,152854,1.03M,-3.09%
08/02/2018,161110,163481,163726,160538,281.08K,-1.6%
07/02/2018,163726,166587,166587,163644,609.20K,1.21%
06/02/2018,161764,156941,165115,154898,1.78M,-2.56%
05/02/2018,166015,165524,167568,164870,605.90K,-1.88%
02/02/2018,169202,164707,169202,164707,812.81K,1.97%
01/02/2018,165933,166750,168876,164298,541.52K,-0.25%
31/01/2018,166342,165442,169611,164380,1.34M,-0.49%
30/01/2018,167159,166750,167568,165851,1.01M,-0.97%
29/01/2018,168794,173126,173290,168794,687.88K,-2.5%
26/01/2018,173126,169284,173453,169284,806.89K,2.32%
25/01/2018,169202,170837,173126,169202,1.27M,-2.17%
22/01/2018,172962,169202,173044,168385,1.24M,2.92%
19/01/2018,168058,168712,171164,168058,1.31M,0%
18/01/2018,168058,163481,168058,163072,1.11M,2.24%
17/01/2018,164380,169202,170020,163481,1.07M,-3.46%
16/01/2018,170265,169366,170429,169366,841.75K,-0.1%
15/01/2018,170429,170837,171246,170020,486.19K,-0.67%
12/01/2018,171573,171655,172472,171082,702.77K,-0.05%
11/01/2018,171655,173290,173290,170919,953.74K,-0.47%
10/01/2018,172472,167731,172472,167731,1.08M,1.93%
09/01/2018,169202,171736,173290,168794,972.71K,-1.43%
08/01/2018,171655,174107,174107,170429,809.76K,-1.64%
05/01/2018,174516,174924,175742,173698,622.63K,-0.6%
04/01/2018,175578,174189,175742,174189,845.22K,0.42%
03/01/2018,174842,174516,175742,173371,668.84K,1.13%
02/01/2018,172881,172472,173208,170510,447.31K,1.39%
29/12/2017,170510,166342,173698,166342,1.07M,1.66%
28/12/2017,167731,167568,167976,166750,783.56K,0.84%
27/12/2017,166342,166098,166747,165530,905.98K,1.03%
26/12/2017,164638,162284,164638,161960,498.19K,1.45%
25/12/2017,162284,163988,164556,162122,452.90K,-1.43%
22/12/2017,164638,164719,165530,163907,531.49K,-0.49%
21/12/2017,165449,163096,166098,163096,560.54K,0.94%
20/12/2017,163907,163096,166098,162284,664.93K,-0.49%
19/12/2017,164719,166342,167072,164719,1.30M,-0.98%
18/12/2017,166342,163096,166747,160986,1.46M,4.06%
15/12/2017,159850,163096,163096,158227,2.24M,-1.99%
14/12/2017,163096,158633,163096,158227,1.00M,3.18%
13/12/2017,158065,157822,158552,156199,783.47K,0.15%
12/12/2017,157822,156604,158146,154170,908.42K,1.83%
11/12/2017,154982,152628,157578,152628,1.01M,1.54%
08/12/2017,152628,150924,156767,150924,1.01M,1.13%
07/12/2017,150924,158227,160580,150924,1.43M,-4.62%
06/12/2017,158227,158227,159850,151898,1.14M,-2.01%
05/12/2017,161473,164719,166342,160662,852.08K,-1.97%
04/12/2017,164719,159039,166423,159039,1.70M,3.57%
01/12/2017,159039,151736,159039,151736,1.50M,4.98%
30/11/2017,151492,150113,153764,150032,1.29M,0.92%
29/11/2017,150113,149302,150438,149302,557.60K,0%
28/11/2017,150113,148490,150113,148490,456.54K,0%
27/11/2017,150113,149302,150519,148571,832.04K,0%
24/11/2017,150113,147273,150924,146949,814.56K,0.05%
23/11/2017,150032,150032,153359,147760,797.95K,0%
22/11/2017,150032,153196,153359,146056,2.20M,-2.17%
21/11/2017,153359,151736,158795,151736,1.35M,1.07%
20/11/2017,151736,148409,152223,147273,1.16M,2.07%
17/11/2017,148652,148652,149220,147841,774.66K,0%
16/11/2017,148652,146867,149302,146218,765.58K,0.77%
15/11/2017,147517,142648,149302,142648,1.46M,1%
14/11/2017,146056,146867,147841,141999,1.79M,-2.44%
13/11/2017,149707,141999,150275,141188,5.39M,6.16%
10/11/2017,141025,131694,141025,131450,11.12M,6.95%
09/11/2017,131856,129990,132262,129260,2.46M,1.44%
08/11/2017,129990,128042,130314,128042,2.92M,1.52%
07/11/2017,128042,128205,128610,127393,673.20K,-0.13%
06/11/2017,128205,125933,128205,125933,1.34M,1.8%
03/11/2017,125933,126501,126582,124553,563.76K,-0.45%
02/11/2017,126501,125770,128042,125121,1.34M,0.58%
01/11/2017,125770,122525,126176,122525,1.80M,2.65%
31/10/2017,122525,123255,123255,122525,1.15M,-0.59%
30/10/2017,123255,123823,123823,123012,669.01K,-0.33%
27/10/2017,123661,123336,123661,123174,921.97K,0.4%
26/10/2017,123174,122200,123255,122200,1.17M,0.86%
25/10/2017,122119,120902,122200,120902,1.09M,1.01%
24/10/2017,120902,120009,120902,119766,811.46K,0.68%
23/10/2017,120090,120496,120496,119928,707.38K,-0.34%
20/10/2017,120496,120577,120740,120496,312.00K,-0.2%
19/10/2017,120740,120902,120902,120496,464.54K,-0.13%
18/10/2017,120902,120902,121389,120902,462.80K,-0.07%
17/10/2017,120983,120577,121064,120496,477.62K,0.34%
16/10/2017,120577,121632,121794,120577,818.14K,-0.54%
13/10/2017,121226,120090,121226,120090,600.05K,0.95%
12/10/2017,120090,120496,120577,120090,477.11K,-0.34%
11/10/2017,120496,120496,120740,120253,752.09K,0%
10/10/2017,120496,120253,120740,120253,475.21K,-0.27%
09/10/2017,120821,120902,121064,120172,175.21K,-0.07%
06/10/2017,120902,121389,121957,120902,1.09M,0%
05/10/2017,120902,120577,121389,120334,558.97K,0.34%
04/10/2017,120496,119928,120496,119847,367.12K,0.41%
03/10/2017,120009,120577,120577,119847,761.95K,-0.4%
02/10/2017,120496,120983,121308,120415,356.53K,-0.47%
29/09/2017,121064,120902,122525,120821,1.20M,0.13%
28/09/2017,120902,120090,120902,120009,528.43K,0.68%
27/09/2017,120090,120090,120496,120009,372.98K,-0.07%
26/09/2017,120172,120090,120577,119847,405.79K,0.07%
25/09/2017,120090,119847,120090,119441,305.23K,0.2%
22/09/2017,119847,120090,120496,119847,424.51K,-0.2%
21/09/2017,120090,120496,120496,120090,889.69K,-0.61%
20/09/2017,120821,120415,121064,120090,440.53K,0.34%
19/09/2017,120415,120902,121064,120415,411.68K,-0.4%
18/09/2017,120902,119685,121713,119685,666.29K,0.68%
15/09/2017,120090,120009,120334,119766,1.82M,-0.2%
14/09/2017,120334,120090,120415,120090,966.83K,0.07%
13/09/2017,120253,120253,120253,120090,1.19M,0.07%
12/09/2017,120172,119928,120496,119847,811.73K,-0.2%
11/09/2017,120415,120983,120983,120253,797.10K,-0.47%
08/09/2017,120983,120902,121389,120740,364.31K,-0.27%
07/09/2017,121308,122281,122281,121226,520.26K,-0.99%
06/09/2017,122525,123661,123661,122281,390.50K,-1.05%
05/09/2017,123823,122930,123985,122606,1.03M,0.73%
01/09/2017,122930,120821,122930,120821,659.80K,2.09%
31/08/2017,120415,120496,122119,120334,709.30K,0.27%
30/08/2017,120090,119685,120172,119685,618.55K,0.34%
29/08/2017,119685,120090,120334,119604,804.91K,-0.54%
28/08/2017,120334,120496,120496,119847,387.94K,-0.13%
25/08/2017,120496,120496,120496,120172,329.53K,0.13%
24/08/2017,120334,120172,120496,120172,293.34K,-0.13%
23/08/2017,120496,120415,120496,119928,483.89K,0%
22/08/2017,120496,120902,120902,120253,502.09K,-0.27%
21/08/2017,120821,121145,121145,120821,296.92K,-0.2%
18/08/2017,121064,120172,121226,120172,427.06K,0.27%
17/08/2017,120740,119685,120983,119279,1.01M,0.88%
16/08/2017,119685,120253,120253,118549,512.60K,-0.67%
15/08/2017,120496,121470,121713,120496,644.58K,-0.8%
14/08/2017,121470,121713,121713,121145,1.11M,0.13%
11/08/2017,121308,121308,121708,120107,829.92K,0%
10/08/2017,121308,120107,121548,120107,470.83K,1%
09/08/2017,120107,121708,121708,118826,1.34M,-1.32%
08/08/2017,121708,123069,123069,121548,1.44M,-1.11%
07/08/2017,123069,123309,123309,122509,460.92K,-0.19%
04/08/2017,123309,123309,123550,123149,349.03K,0%
03/08/2017,123309,122669,123550,122509,843.37K,1.05%
02/08/2017,122028,120987,122108,120987,1.28M,0.86%
01/08/2017,120987,122188,122188,120987,973.90K,-0.98%
31/07/2017,122188,122509,122509,122108,819.55K,-0.26%
28/07/2017,122509,122429,122589,122429,410.58K,0.07%
27/07/2017,122429,122509,122509,122268,257.06K,-0.07%
26/07/2017,122509,121708,123069,121628,405.91K,0.79%
25/07/2017,121548,121308,121708,121067,210.20K,0%
24/07/2017,121548,120987,121708,120107,845.48K,0.2%
21/07/2017,121308,121067,121708,121067,557.93K,-0.33%
20/07/2017,121708,121708,122429,121628,873.59K,-0.65%
19/07/2017,122509,122509,123630,122268,450.98K,0.66%
18/07/2017,121708,121708,122509,120907,765.44K,0.07%
17/07/2017,121628,123309,124110,121388,664.00K,-2.06%
14/07/2017,124190,125151,125151,124110,828.52K,-0.77%
13/07/2017,125151,125712,125712,124911,601.01K,0.58%
12/07/2017,124430,123149,124831,122349,649.99K,1.57%
11/07/2017,122509,121468,122509,121468,621.78K,0.86%
10/07/2017,121468,123470,123870,121067,1.19M,-1.62%
07/07/2017,123470,126512,126512,123470,1.17M,-2.09%
06/07/2017,126112,126112,126672,125471,659.76K,0.58%
05/07/2017,125391,124991,125471,124831,526.26K,0.06%
04/07/2017,125311,125632,125632,124991,389.22K,-0.32%
03/07/2017,125712,126512,126512,125471,674.81K,-0.38%
30/06/2017,126192,123950,126432,123950,1.61M,1.81%
29/06/2017,123950,124510,124831,123950,375.26K,-0.39%
28/06/2017,124430,122909,124510,122909,1.10M,1.24%
27/06/2017,122909,122829,123069,122749,650.68K,0.07%
26/06/2017,122829,122509,122909,121948,320.94K,0.26%
23/06/2017,122509,122429,122589,122188,413.90K,0.07%
22/06/2017,122429,122589,123149,122349,292.94K,-0.58%
21/06/2017,123149,122188,123149,121308,1.10M,0.52%
20/06/2017,122509,123630,123630,122268,1.07M,-0.91%
19/06/2017,123630,122669,123630,122589,888.64K,0.92%
16/06/2017,122509,124110,124110,122509,1.39M,-0.52%
15/06/2017,123149,122909,123550,122749,497.45K,0.2%
14/06/2017,122909,121948,123069,121868,643.20K,0.79%
13/06/2017,121948,122188,122188,121388,763.43K,-0.26%
12/06/2017,122268,123069,123149,122108,606.86K,-0.65%
09/06/2017,123069,123229,123309,122909,395.60K,0.07%
08/06/2017,122989,123309,123309,122829,249.29K,-0.26%
07/06/2017,123309,123710,123790,122509,888.50K,-0.13%
06/06/2017,123470,123309,123950,123069,287.28K,0.33%
05/06/2017,123069,120827,124510,120827,898.90K,1.86%
02/06/2017,120827,120907,121708,120267,595.22K,-0.66%
01/06/2017,121628,120907,121628,120187,716.62K,1.47%
31/05/2017,119866,120107,121948,119786,1.59M,0%
30/05/2017,119866,121228,121388,119546,553.12K,-1.32%
29/05/2017,121468,121708,121948,121228,427.50K,-0.2%
26/05/2017,121708,119706,121708,119706,513.49K,1.33%
25/05/2017,120107,121308,121308,119866,743.42K,-0.99%
24/05/2017,121308,121308,121628,120107,842.57K,0%
23/05/2017,121308,120347,121708,120347,876.22K,0.8%
22/05/2017,120347,118425,120427,118345,1.45M,1.62%
19/05/2017,118425,116904,118505,116664,979.54K,1.3%
18/05/2017,116904,115703,117304,115703,696.53K,-0.68%
17/05/2017,117704,114902,118105,114902,1.48M,2.44%
16/05/2017,114902,115302,115623,114902,637.52K,-0.28%
15/05/2017,115222,116103,116343,114822,984.74K,-0.62%
12/05/2017,115943,115703,116343,115382,713.68K,0.21%
11/05/2017,115703,115943,115943,115222,559.14K,0.07%
10/05/2017,115623,114982,116503,114742,772.08K,0.28%
09/05/2017,115302,116744,116744,114742,1.12M,-1.3%
08/05/2017,116824,117384,117464,116183,975.92K,-0.48%
05/05/2017,117384,118105,118745,117384,629.28K,-1.28%
04/05/2017,118906,117704,119306,117384,1.20M,1.5%
03/05/2017,117144,116986,117460,116986,1.06M,0.2%
28/04/2017,116907,116117,117381,115880,1.70M,1.02%
27/04/2017,115722,113905,115722,113589,1.42M,1.81%
26/04/2017,113668,113273,113668,112562,327.19K,0.35%
25/04/2017,113273,113589,113589,112878,567.28K,-0.42%
24/04/2017,113747,113905,114300,113352,674.88K,-0.48%
21/04/2017,114300,114458,114774,113905,534.44K,-0.14%
20/04/2017,114458,114932,114932,114221,513.19K,-0.34%
19/04/2017,114853,114063,115248,114063,1.16M,0.69%
18/04/2017,114063,112246,114221,112168,2.28M,1.69%
17/04/2017,112168,111141,112642,111141,1.06M,0.21%
14/04/2017,111931,112642,112957,111220,746.82K,-0.98%
13/04/2017,113036,113352,113668,113036,387.56K,-0.63%
12/04/2017,113747,113747,114063,113273,909.96K,0.35%
11/04/2017,113352,112642,113510,112562,558.48K,0.63%
10/04/2017,112642,112642,112800,112088,725.12K,0%
07/04/2017,112642,111931,113115,111615,1.09M,-0.56%
05/04/2017,113273,113352,113747,112562,946.60K,-0.42%
04/04/2017,113747,113984,113984,113431,1.28M,-0.21%
03/04/2017,113984,113194,114221,113194,962.44K,0.7%
31/03/2017,113194,114300,114616,113194,1.66M,-0.49%
30/03/2017,113747,112010,113747,112010,1.41M,1.55%
29/03/2017,112010,110667,112168,110588,928.36K,0.71%
28/03/2017,111220,112720,112957,109798,1.23M,-0.85%
27/03/2017,112168,112878,113589,111773,1.28M,0.21%
24/03/2017,111931,111220,112168,111141,1.30M,1.07%
23/03/2017,110746,107902,110904,107902,2.46M,2.64%
22/03/2017,107902,106875,109561,106875,1.77M,0.74%
21/03/2017,107112,105453,107428,105453,983.09K,1.27%
20/03/2017,105769,105216,106480,104584,876.31K,-0.07%
17/03/2017,105848,105927,106322,105532,1.24M,0%
16/03/2017,105848,105058,106164,105058,1.09M,0.75%
15/03/2017,105058,103320,105058,103242,1.42M,1.76%
14/03/2017,103242,102531,103400,102531,587.72K,0.77%
13/03/2017,102452,102689,103162,102452,410.98K,-0.15%
10/03/2017,102610,103084,103162,102610,512.83K,-0.46%
09/03/2017,103084,103400,103400,103005,491.11K,-0.08%
08/03/2017,103162,102689,103952,102689,767.23K,0.46%
07/03/2017,102689,102689,103320,102610,533.64K,-0.69%
06/03/2017,103400,102452,103478,102294,883.91K,0.77%
03/03/2017,102610,102452,102768,102136,610.16K,0.15%
02/03/2017,102452,103320,103320,102452,578.45K,-0.84%
01/03/2017,103320,103242,104031,103242,704.62K,-0.46%
28/02/2017,103794,104110,104189,103400,923.63K,-0.3%
27/02/2017,104110,104268,104742,104110,911.71K,-0.08%
24/02/2017,104189,102689,104189,102294,1.58M,1.23%
23/02/2017,102926,103005,103084,101978,735.90K,-0.08%
22/02/2017,103005,102926,103636,102847,708.14K,0.08%
21/02/2017,102926,102689,103716,102136,981.20K,0.23%
20/02/2017,102689,102689,103162,102689,581.75K,0%
17/02/2017,102689,104268,104347,102531,1.14M,-1.51%
16/02/2017,104268,105058,105374,103952,800.28K,-0.75%
15/02/2017,105058,105058,105216,104900,1.03M,0.08%
14/02/2017,104979,105690,105769,104821,807.68K,-0.67%
13/02/2017,105690,105690,105848,105374,833.14K,0%
10/02/2017,105690,105927,105927,105611,2.51M,-0.22%
09/02/2017,105927,106085,106243,105848,976.87K,0.15%
08/02/2017,105769,105690,106164,105453,538.62K,0.07%
07/02/2017,105690,105216,106085,104663,886.45K,0.45%
06/02/2017,105216,105927,106006,104900,1.60M,-0.52%
03/02/2017,105769,106559,108139,105453,1.93M,0.68%
