Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
29/03/2024,64820.9,65588,65588,64725,3.48M,-0.15%
28/03/2024,64916.8,64916.8,65588,64820.9,4.47M,0%
27/03/2024,64916.8,65204.4,65204.4,64725,2.64M,0%
26/03/2024,64916.8,64629.1,65108.5,64533.2,2.50M,0.59%
25/03/2024,64533.2,65108.5,65396.2,64341.4,5.45M,-0.74%
22/03/2024,65012.6,65779.8,65875.6,65012.6,6.07M,-0.88%
21/03/2024,65588,65396.2,65683.9,65108.5,4.91M,0.59%
20/03/2024,65204.4,65012.6,65779.8,64725,3.55M,0.3%
19/03/2024,65012.6,65683.9,65683.9,65012.6,3.16M,-0.15%
18/03/2024,65108.5,65971.5,66259.2,64820.9,6.80M,-1.31%
15/03/2024,65971.5,67218.1,67218.1,65875.6,4.85M,-1.15%
14/03/2024,66738.6,67212,67496,66549.3,5.45M,-0.42%
13/03/2024,67022.6,66360,67117.3,66265.3,5.65M,1.14%
12/03/2024,66265.3,66644,66833.3,66265.3,3.84M,-0.43%
11/03/2024,66549.3,66738.6,67496,66265.3,4.21M,0.43%
08/03/2024,66265.3,68253.3,69010.6,66265.3,7.36M,-2.78%
07/03/2024,68158.6,67874.6,68253.3,67496,5.07M,0.28%
06/03/2024,67969.3,69389.3,69578.6,67969.3,4.83M,-1.64%
05/03/2024,69105.3,68158.6,69105.3,67874.6,5.44M,1.39%
04/03/2024,68158.6,67969.3,68821.3,67780,5.01M,0.7%
01/03/2024,67685.3,68253.3,68253.3,67401.3,4.40M,-0.69%
29/02/2024,68158.6,68726.6,69389.3,67780,6.54M,-0.28%
28/02/2024,68347.9,68537.3,68726.6,67685.3,3.42M,0.28%
27/02/2024,68158.6,67401.3,68537.3,67306.6,5.28M,1.41%
26/02/2024,67212,67212,67874.6,66928,3.05M,0%
23/02/2024,67212,67969.3,68821.3,67212,6.14M,-0.84%
22/02/2024,67780,67496,68821.3,67306.6,4.65M,0.42%
21/02/2024,67496,67685.3,68064,67212,3.59M,-0.28%
20/02/2024,67685.3,67874.6,68537.3,67496,4.39M,-0.56%
19/02/2024,68064,67117.3,68726.6,66928,6.65M,2.71%
16/02/2024,66265.3,64182.7,66549.3,63898.7,11.11M,3.55%
15/02/2024,63993.4,63993.4,64372,63614.7,3.88M,0%
07/02/2024,63993.4,63993.4,64277.4,63614.7,2.74M,0%
06/02/2024,63993.4,64466.7,64561.4,63993.4,2.39M,-0.59%
05/02/2024,64372,63804,64561.4,63614.7,3.57M,0.89%
02/02/2024,63804,63898.7,64088,63425.4,2.61M,-0.15%
01/02/2024,63898.7,63614.7,64182.7,63614.7,2.50M,0.75%
31/01/2024,63425.4,63614.7,64561.4,63330.7,4.02M,0.15%
30/01/2024,63330.7,63709.4,63709.4,63330.7,1.79M,-0.15%
29/01/2024,63425.4,63520,63709.4,63330.7,1.73M,0%
26/01/2024,63425.4,63425.4,63898.7,63425.4,1.68M,0.15%
25/01/2024,63330.7,63804,63898.7,63330.7,2.66M,-0.59%
24/01/2024,63709.4,64182.7,64372,63614.7,2.08M,-0.59%
23/01/2024,64088,64656,64656,63993.4,2.11M,-0.88%
22/01/2024,64656,64372,65034.7,64372,1.96M,0.44%
19/01/2024,64372,63804,64940,63804,2.62M,0.89%
18/01/2024,63804,63709.4,64182.7,63709.4,1.23M,0.45%
17/01/2024,63520,63898.7,64277.4,63425.4,1.83M,-0.45%
16/01/2024,63804,63425.4,63804,63141.4,2.07M,0.6%
15/01/2024,63425.4,63614.7,63898.7,63425.4,2.23M,-0.3%
12/01/2024,63614.7,63993.4,64277.4,63425.4,3.28M,-1.03%
11/01/2024,64277.4,63898.7,64845.4,63898.7,2.08M,0.59%
10/01/2024,63898.7,64466.7,64466.7,63804,3.01M,-0.88%
09/01/2024,64466.7,64561.4,64845.4,64372,2.46M,-0.15%
08/01/2024,64561.4,65318.7,65413.3,64561.4,2.40M,-0.87%
05/01/2024,65129.3,65602.7,65602.7,64845.4,1.48M,-0.29%
04/01/2024,65318.7,65413.3,65792,65318.7,3.40M,0%
03/01/2024,65318.7,64750.7,65318.7,64372,1.89M,1.02%
02/01/2024,64656,64561.4,64845.4,64277.4,2.14M,1.04%
29/12/2023,63993.4,65034.7,65034.7,63993.4,1.95M,-1.31%
28/12/2023,64845.4,63898.7,64845.4,63898.7,2.41M,1.48%
27/12/2023,63898.7,64372,64561.4,63898.7,1.63M,0%
26/12/2023,63898.7,64180.6,64368.5,63898.7,1.98M,0.15%
25/12/2023,63804.7,63522.8,64556.5,63522.8,2.67M,0.44%
22/12/2023,63522.8,63710.8,63992.7,63428.9,2.15M,-0.3%
21/12/2023,63710.8,63804.7,64180.6,63710.8,2.59M,-0.44%
20/12/2023,63992.7,62959,64086.6,62959,2.60M,1.64%
19/12/2023,62959,63053,63334.9,62301.2,3.06M,0%
18/12/2023,62959,63992.7,64086.6,62959,3.51M,-1.62%
15/12/2023,63992.7,64368.5,64462.5,63992.7,3.74M,-0.44%
14/12/2023,64274.6,64274.6,64744.4,64086.6,1.46M,0.29%
13/12/2023,64086.6,65402.2,65496.2,63992.7,4.51M,-1.73%
12/12/2023,65214.3,65778.1,65872,64838.4,2.79M,-0.86%
11/12/2023,65778.1,66247.9,66247.9,65684.1,4.73M,1.45%
08/12/2023,64838.4,64274.6,65120.3,63898.7,3.73M,0.88%
07/12/2023,64274.6,64650.4,64650.4,63428.9,3.87M,-0.15%
06/12/2023,64368.5,63992.7,64462.5,63992.7,1.61M,0.59%
05/12/2023,63992.7,64650.4,64838.4,63898.7,2.30M,-1.02%
04/12/2023,64650.4,64368.5,65308.2,64274.6,3.01M,0.58%
01/12/2023,64274.6,63898.7,64368.5,63616.8,1.39M,1.48%
30/11/2023,63334.9,64274.6,64556.5,63334.9,2.58M,-1.46%
29/11/2023,64274.6,64368.5,64650.4,64086.6,1.26M,-0.15%
28/11/2023,64368.5,63992.7,64368.5,63428.9,1.78M,0.59%
27/11/2023,63992.7,64180.6,64274.6,63804.7,1.33M,-0.29%
24/11/2023,64180.6,64462.5,64744.4,63522.8,3.13M,-0.58%
23/11/2023,64556.5,65590.1,65684.1,64556.5,1.62M,-1.01%
22/11/2023,65214.3,65308.2,65966,64838.4,1.30M,-0.14%
21/11/2023,65308.2,65214.3,65590.1,64744.4,2.96M,0.29%
20/11/2023,65120.3,65026.3,65684.1,64838.4,1.77M,-1%
17/11/2023,65778.1,66717.8,66811.7,65026.3,2.34M,-0.43%
16/11/2023,66060,66341.9,66999.7,65684.1,2.34M,-0.57%
15/11/2023,66435.9,65778.1,67469.5,65778.1,3.95M,2.61%
14/11/2023,64744.4,64838.4,65214.3,64086.6,3.00M,0.29%
13/11/2023,64556.5,65496.2,65778.1,64462.5,1.73M,-1.29%
10/11/2023,65402.2,66529.8,66529.8,65402.2,2.83M,-1.56%
09/11/2023,66435.9,67281.6,67751.4,66435.9,3.42M,-0.98%
08/11/2023,67093.6,66529.8,67187.6,65590.1,2.34M,0.85%
07/11/2023,66529.8,66247.9,66529.8,65590.1,1.47M,-0.28%
06/11/2023,66717.8,65966,67187.6,65872,1.14M,1.43%
03/11/2023,65778.1,66623.8,66623.8,65590.1,1.69M,-1.27%
02/11/2023,66623.8,66247.9,66623.8,65590.1,2.39M,0.71%
01/11/2023,66153.9,64838.4,66247.9,63804.7,2.34M,3.53%
31/10/2023,63898.7,63804.7,65308.2,63522.8,2.18M,0.59%
30/10/2023,63522.8,63804.7,63898.7,63053,1.05M,-0.59%
27/10/2023,63898.7,63240.9,63898.7,62583.1,1.81M,1.49%
26/10/2023,62959,64368.5,64462.5,61925.4,5.20M,-2.9%
25/10/2023,64838.4,66060,66529.8,64838.4,2.42M,-1.85%
24/10/2023,66060,65966,66529.8,65872,1.10M,0.14%
23/10/2023,65966,67375.5,67657.4,65872,2.73M,-2.9%
20/10/2023,67939.4,66999.7,68127.3,65966,2.37M,1.26%
19/10/2023,67093.6,68973,68973,66623.8,3.90M,-3.38%
18/10/2023,69442.9,70288.6,70288.6,68033.3,2.57M,-1.2%
17/10/2023,70288.6,70758.4,71510.2,70288.6,1.42M,-0.53%
16/10/2023,70664.4,70570.5,71228.3,70194.6,1.34M,-0.79%
13/10/2023,71228.3,70852.4,71698.1,70476.5,1.49M,0.4%
12/10/2023,70946.4,70006.7,71322.2,70006.7,2.53M,1.48%
11/10/2023,69912.7,70100.6,70288.6,69536.8,1.13M,0%
10/10/2023,69912.7,69818.7,70476.5,69536.8,1.02M,0.95%
09/10/2023,69254.9,69536.8,69630.8,69160.9,830.90K,-0.67%
06/10/2023,69724.8,68315.2,69724.8,68221.3,1.23M,2.06%
05/10/2023,68315.2,69630.8,69912.7,68315.2,2.57M,-2.28%
04/10/2023,69912.7,69160.9,70100.6,68973,1.08M,0.54%
03/10/2023,69536.8,70100.6,70570.5,69442.9,1.99M,-2.12%
02/10/2023,71040.3,69724.8,71040.3,69724.8,1.16M,1.89%
29/09/2023,69724.8,70476.5,71792.1,69724.8,1.40M,-0.8%
28/09/2023,70288.6,71510.2,71792.1,70288.6,1.89M,-2.35%
27/09/2023,71980,71698.1,71980,70288.6,2.27M,0.66%
26/09/2023,71510.2,72919.7,73295.6,71416.2,2.53M,-1.93%
25/09/2023,72919.7,72543.8,73765.4,72074,2.76M,0.13%
22/09/2023,72825.7,72449.8,73577.5,71228.3,4.24M,-0.64%
21/09/2023,73295.6,73389.5,73577.5,72637.8,2.54M,-0.38%
20/09/2023,73577.5,73671.4,74047.3,73295.6,1.84M,-0.76%
19/09/2023,74141.3,73765.4,74141.3,72731.8,2.57M,0%
18/09/2023,74141.3,74329.2,74987,73953.3,1.32M,-0.75%
15/09/2023,74705.1,74611.1,76302.6,74235.3,5.61M,0.13%
14/09/2023,74611.1,73765.4,75174.9,73671.4,2.48M,0.38%
13/09/2023,74329.2,74799.1,75456.8,73953.3,2.51M,-1.49%
12/09/2023,75456.8,74235.3,75832.7,73577.5,2.67M,1.01%
11/09/2023,74705.1,75174.9,76208.6,72919.7,4.23M,-0.62%
08/09/2023,75174.9,74423.2,75268.9,74329.2,2.77M,0.63%
07/09/2023,74705.1,75081,75174.9,73859.4,3.53M,-0.62%
06/09/2023,75174.9,75268.9,75268.9,74705.1,2.28M,-0.12%
05/09/2023,75268.9,73765.4,75644.8,73389.5,6.84M,2.96%
31/08/2023,73107.6,72825.7,74141.3,72449.8,3.84M,0%
30/08/2023,73107.6,72355.9,73765.4,71886,2.66M,0.52%
29/08/2023,72731.8,72825.7,72919.7,71604.1,4.20M,-0.64%
28/08/2023,73201.6,70476.5,73389.5,70476.5,5.47M,4.01%
25/08/2023,70382.5,70758.4,70758.4,69818.7,2.75M,0.27%
24/08/2023,70194.6,69067,70382.5,68597.1,4.42M,1.63%
23/08/2023,69067,68033.3,69160.9,67281.6,3.07M,1.1%
22/08/2023,68315.2,68785.1,68785.1,66811.7,3.08M,-0.27%
21/08/2023,68503.2,68315.2,69348.9,68315.2,3.06M,-0.55%
18/08/2023,68879,69067,70288.6,67751.4,7.11M,-0.41%
17/08/2023,69160.9,68691.1,70006.7,68503.2,4.58M,0.68%
16/08/2023,68691.1,68409.2,69067,68127.3,2.08M,0.41%
15/08/2023,68409.2,68503.2,68973,68315.2,2.22M,-0.82%
14/08/2023,68973,68973,69067,68127.3,3.07M,-0.14%
11/08/2023,69067,68691.1,69067,68033.3,2.18M,0.55%
10/08/2023,68691.1,68691.1,69536.8,68503.2,2.73M,0%
09/08/2023,68691.1,70006.7,70006.7,68409.2,3.71M,-1.88%
08/08/2023,70006.7,70194.6,70382.5,69442.9,3.43M,-0.53%
07/08/2023,70382.5,68503.2,70382.5,67939.4,4.32M,2.6%
04/08/2023,68597.1,68127.3,68597.1,67657.4,3.17M,0.55%
03/08/2023,68221.3,69630.8,69630.8,68221.3,2.92M,-1.43%
02/08/2023,69207.9,69117,69571.7,68480.4,2.68M,0.13%
01/08/2023,69117,70935.8,70935.8,69117,5.73M,-2.56%
31/07/2023,70935.8,70299.2,71299.6,70208.3,3.36M,0.78%
28/07/2023,70390.2,68935.1,70663,68753.2,5.47M,2.25%
27/07/2023,68844.1,68207.5,68935.1,68025.6,4.18M,0.93%
26/07/2023,68207.5,67661.9,68389.4,67570.9,3.19M,0.67%
25/07/2023,67752.8,66934.3,67934.7,66479.6,4.25M,1.22%
24/07/2023,66934.3,66843.4,67298.1,66661.5,2.54M,0.14%
21/07/2023,66843.4,66024.9,66843.4,65933.9,3.34M,1.24%
20/07/2023,66024.9,66024.9,66206.8,65752.1,2.60M,0%
19/07/2023,66024.9,65933.9,66388.7,65843,2.95M,0.28%
18/07/2023,65843,65933.9,66024.9,65661.1,2.93M,0.14%
17/07/2023,65752.1,66388.7,66934.3,65661.1,3.92M,-1.36%
14/07/2023,66661.5,66570.5,66752.4,65570.2,5.21M,0.27%
13/07/2023,66479.6,66752.4,67116.2,66297.7,3.78M,-0.54%
12/07/2023,66843.4,66297.7,66843.4,66024.9,4.20M,0.96%
11/07/2023,66206.8,65570.2,66752.4,65206.4,5.70M,0.97%
10/07/2023,65570.2,64933.6,66115.8,64751.7,6.17M,1.69%
07/07/2023,64478.9,64297,64751.7,64024.1,5.78M,0.57%
06/07/2023,64115.1,63569.4,64297,63478.5,7.63M,1%
05/07/2023,63478.5,64387.9,64387.9,63296.6,6.66M,-1.13%
04/07/2023,64206,64115.1,64751.7,63751.3,4.78M,-0.14%
03/07/2023,64297,64660.7,64933.6,63933.2,3.19M,-0.42%
30/06/2023,64569.8,65388.3,65479.2,64387.9,3.65M,-1.25%
29/06/2023,65388.3,64206,65843,63751.3,7.70M,1.84%
28/06/2023,64206,64115.1,64478.9,63387.5,6.15M,0.14%
27/06/2023,64115.1,64387.9,64387.9,63296.6,5.98M,-0.14%
26/06/2023,64206,63023.8,64297,62114.3,10.74M,2.17%
23/06/2023,62841.9,60932.1,63205.6,60932.1,11.96M,3.29%
22/06/2023,60841.1,60477.3,61204.9,60295.5,5.61M,0.9%
21/06/2023,60295.5,59658.9,60295.5,59567.9,3.49M,1.22%
20/06/2023,59567.9,59931.7,59931.7,59567.9,2.96M,-0.46%
19/06/2023,59840.7,60295.5,60568.3,59658.9,3.28M,-0.45%
16/06/2023,60113.6,60477.3,60568.3,60022.6,5.99M,-0.3%
15/06/2023,60295.5,61204.9,61295.8,60204.5,4.69M,-1.19%
14/06/2023,61023,61568.7,62023.4,61023,4.91M,-0.74%
13/06/2023,61477.7,61932.4,62114.3,61386.8,4.94M,-0.44%
12/06/2023,61750.5,60022.6,61841.5,60022.6,5.45M,3.19%
09/06/2023,59840.7,59658.9,60477.3,59567.9,2.08M,0.46%
08/06/2023,59567.9,60477.3,60477.3,59567.9,5.04M,-1.06%
07/06/2023,60204.5,60477.3,60659.2,60022.6,3.72M,-0.3%
06/06/2023,60386.4,60841.1,60841.1,60022.6,3.42M,-0.15%
05/06/2023,60477.3,60477.3,61113.9,60204.5,3.32M,0.91%
02/06/2023,59931.7,60204.5,60295.5,59567.9,2.97M,-0.3%
01/06/2023,60113.6,60113.6,60477.3,60022.6,1.21M,0%
31/05/2023,60113.6,60750.2,60750.2,60113.6,1.47M,-0.6%
30/05/2023,60477.3,61023,61295.8,60477.3,1.77M,-0.89%
29/05/2023,61023,61204.9,61568.7,61023,1.04M,0%
26/05/2023,61023,61295.8,61841.5,61023,904.50K,0%
25/05/2023,61023,60204.5,61386.8,60022.6,1.31M,1.21%
24/05/2023,60295.5,61023,61295.8,60113.6,2.35M,-1.04%
23/05/2023,60932.1,61841.5,62205.3,60932.1,2.94M,-1.76%
22/05/2023,62023.4,62478.1,62750.9,62023.4,1.70M,-0.58%
19/05/2023,62387.2,63114.7,63205.6,62387.2,1.20M,-0.87%
18/05/2023,62932.8,62750.9,63660.4,62296.2,2.50M,0.29%
17/05/2023,62750.9,63387.5,63387.5,62569,1.87M,-1%
16/05/2023,63387.5,62750.9,63387.5,62750.9,1.38M,1.01%
15/05/2023,62750.9,63569.4,63569.4,62750.9,1.54M,-0.86%
12/05/2023,63296.6,64024.1,64024.1,63205.6,1.21M,-0.57%
11/05/2023,63660.4,64115.1,64478.9,63660.4,447.30K,-0.71%
10/05/2023,64115.1,64387.9,64660.7,64115.1,951.60K,-0.28%
09/05/2023,64297,64387.9,64569.8,64115.1,871.30K,0.43%
08/05/2023,64024.1,62750.9,64024.1,62750.9,1.23M,2.33%
05/05/2023,62569,62387.2,62932.8,62387.2,712.20K,0.29%
04/05/2023,62387.2,63660.4,63660.4,62205.3,2.66M,-2%
28/04/2023,63660.4,63478.5,63842.2,63387.5,1.12M,0.72%
27/04/2023,63205.6,64569.8,64569.8,63205.6,1.37M,-2.11%
26/04/2023,64569.8,63660.4,64569.8,63660.4,941.60K,1.57%
25/04/2023,63569.4,64115.1,64933.6,63478.5,1.37M,-0.85%
24/04/2023,64115.1,64569.8,64660.7,63842.2,1.13M,-0.56%
21/04/2023,64478.9,65479.2,65479.2,64387.9,1.11M,-1.39%
20/04/2023,65388.3,65570.2,66024.9,65297.3,822.30K,-0.14%
19/04/2023,65479.2,66479.6,66479.6,65479.2,816.30K,-1.37%
18/04/2023,66388.7,65297.3,66388.7,65297.3,931.80K,1.81%
17/04/2023,65206.4,66206.8,66297.7,65206.4,1.37M,-1.51%
14/04/2023,66206.8,66934.3,67025.3,66206.8,1.29M,-0.95%
13/04/2023,66843.4,67570.9,67661.9,66843.4,889.60K,-1.08%
12/04/2023,67570.9,67661.9,67661.9,67298.1,979.10K,-0.13%
11/04/2023,67661.9,67570.9,67752.8,67389,782.80K,0%
10/04/2023,67661.9,67934.7,67934.7,67661.9,832.70K,-0.4%
07/04/2023,67934.7,67661.9,67934.7,67570.9,794.40K,0.54%
06/04/2023,67570.9,67661.9,67843.8,67570.9,905.60K,-0.27%
05/04/2023,67752.8,67480,68025.6,67389,963.40K,0.4%
04/04/2023,67480,67661.9,67752.8,67480,1.82M,-0.27%
03/04/2023,67661.9,67843.8,68116.6,67480,850.60K,0%
31/03/2023,67661.9,68207.5,68571.3,67661.9,1.08M,-0.8%
30/03/2023,68207.5,67934.7,68571.3,67843.8,838.70K,0.13%
29/03/2023,68116.6,67934.7,68116.6,67661.9,907.40K,0.67%
28/03/2023,67661.9,67752.8,68480.4,67661.9,1.65M,-0.27%
27/03/2023,67843.8,68207.5,68207.5,67570.9,1.37M,-0.53%
24/03/2023,68207.5,68207.5,68662.2,68025.6,932.30K,-0.4%
23/03/2023,68480.4,67570.9,68480.4,67298.1,1.29M,1.21%
22/03/2023,67661.9,67843.8,67934.7,67661.9,900.20K,0%
21/03/2023,67661.9,67661.9,68298.5,67480,1.35M,0.13%
20/03/2023,67570.9,68207.5,68207.5,67389,1.61M,-0.27%
17/03/2023,67752.8,69480.7,69480.7,67752.8,2.43M,-2.49%
16/03/2023,69480.7,70026.4,70117.3,69026,1.53M,-0.91%
15/03/2023,70117.3,69662.6,70299.2,69571.7,1.96M,0.65%
14/03/2023,69662.6,69389.8,69935.5,68753.2,1.74M,-0.39%
13/03/2023,69935.5,69844.5,70117.3,69662.6,1.82M,0%
10/03/2023,69935.5,69571.7,70208.3,69207.9,1.43M,0.52%
09/03/2023,69571.7,69298.8,70117.3,69298.8,1.39M,0%
08/03/2023,69571.7,68389.4,69571.7,68207.5,1.24M,0.92%
07/03/2023,68935.1,69026,69298.8,68662.2,1.17M,1.07%
06/03/2023,68207.5,69117,69662.6,68207.5,891.80K,-1.32%
03/03/2023,69117,68207.5,69844.5,68207.5,704.20K,-0.65%
02/03/2023,69571.7,69935.5,69935.5,69207.9,1.09M,-0.52%
01/03/2023,69935.5,68298.5,70026.4,68207.5,1.64M,1.85%
28/02/2023,68662.2,68662.2,69026,68298.5,1.03M,0.4%
27/02/2023,68389.4,67934.7,69026,67298.1,1.11M,0.67%
24/02/2023,67934.7,68844.1,69117,67752.8,1.68M,-1.32%
23/02/2023,68844.1,68662.2,69935.5,67661.9,2.33M,0.26%
22/02/2023,68662.2,69389.8,69753.6,68662.2,1.30M,-2.2%
21/02/2023,70208.3,70481.1,70572.1,69753.6,888.30K,-0.39%
20/02/2023,70481.1,69117,70481.1,68662.2,1.39M,1.97%
17/02/2023,69117,69207.9,69480.7,68480.4,777.00K,-0.65%
16/02/2023,69571.7,69117,69571.7,68753.2,691.30K,0.66%
15/02/2023,69117,67934.7,69117,67661.9,1.44M,1.74%
14/02/2023,67934.7,68480.4,68844.1,67661.9,1.07M,-0.8%
13/02/2023,68480.4,69026,69026,67389,1.57M,-0.79%
10/02/2023,69026,68207.5,69026,68207.5,1.24M,1.2%
09/02/2023,68207.5,68935.1,69117,68207.5,1.59M,-1.06%
08/02/2023,68935.1,69298.8,69662.6,68844.1,1.55M,-0.39%
07/02/2023,69207.9,70572.1,70572.1,69207.9,1.27M,-1.68%
06/02/2023,70390.2,69026,70481.1,69026,1.91M,1.84%
03/02/2023,69117,70026.4,70117.3,69026,1.86M,-0.91%
02/02/2023,69753.6,70390.2,70481.1,69753.6,1.49M,-0.65%
01/02/2023,70208.3,70663,70753.9,69935.5,1.81M,0.13%
31/01/2023,70117.3,72027.1,72300,69935.5,4.82M,-2.9%
30/01/2023,72209,72754.7,72754.7,72209,1.61M,-0.75%
27/01/2023,72754.7,74027.9,74482.6,72390.9,2.33M,-1.6%
19/01/2023,73937,73482.2,74118.8,72754.7,2.63M,0%
18/01/2023,73937,73573.2,74118.8,73391.3,1.30M,0.49%
17/01/2023,73573.2,72936.6,73664.1,72209,1.67M,1.89%
16/01/2023,72209,73300.4,73482.2,72209,654.70K,-1.49%
13/01/2023,73300.4,72936.6,73755.1,72845.6,1.45M,0.75%
12/01/2023,72754.7,72663.8,72936.6,72118.1,684.90K,0.76%
11/01/2023,72209,73664.1,74209.8,72209,1.53M,-1.98%
10/01/2023,73664.1,73573.2,74118.8,73300.4,1.20M,0.37%
09/01/2023,73391.3,72663.8,73391.3,72390.9,948.30K,1.13%
06/01/2023,72572.8,73664.1,73846,72390.9,1.27M,-1.72%
05/01/2023,73846,72118.1,74027.9,71845.3,2.47M,2.4%
04/01/2023,72118.1,71572.4,72118.1,71481.5,1.09M,1.02%
03/01/2023,71390.5,69571.7,71390.5,69298.8,1.50M,3.15%
30/12/2022,69207.9,70935.8,70935.8,69207.9,1.20M,-1.17%
29/12/2022,70026.4,70390.2,71117.7,70026.4,1.33M,0%
28/12/2022,70026.4,69753.6,70935.8,69662.6,1.19M,0.52%
27/12/2022,69662.6,69844.5,70935.8,69117,1.59M,0.79%
26/12/2022,69117,69480.7,70572.1,69026,1.66M,-0.26%
23/12/2022,69298.8,70117.3,71117.7,69298.8,1.56M,-1.04%
22/12/2022,70026.4,72118.1,72300,70026.4,1.59M,-1.66%
21/12/2022,71208.7,71208.7,72012.8,71030,2.31M,1.27%
20/12/2022,70315.2,69064.3,71208.7,68707,3.03M,2.21%
19/12/2022,68796.3,70136.5,70136.5,68796.3,2.42M,-1.28%
16/12/2022,69689.8,69421.7,70404.5,69332.4,3.00M,0.52%
15/12/2022,69332.4,69243,70761.9,69064.3,2.60M,0.13%
14/12/2022,69243,70940.6,70940.6,69243,3.52M,-0.64%
13/12/2022,69689.8,70225.8,70940.6,68975,3.61M,-0.64%
12/12/2022,70136.5,71744.7,73174.3,70047.2,3.14M,-1.88%
09/12/2022,71476.7,72370.1,73084.9,71476.7,2.41M,-1.23%
08/12/2022,72370.1,74157.1,75050.5,72370.1,1.60M,-1.82%
07/12/2022,73710.3,74157.1,75318.6,73084.9,1.84M,0%
06/12/2022,73710.3,75944,76033.3,73710.3,1.40M,-2.94%
05/12/2022,75944,75139.9,76480.1,75139.9,2.07M,1.19%
02/12/2022,75050.5,73531.6,75050.5,73263.6,2.52M,1.94%
01/12/2022,73621,72906.2,74067.7,72906.2,2.22M,-4.6%
30/11/2022,77169.7,77356.1,77356.1,75958.1,2.00M,-0.24%
29/11/2022,77356.1,75771.7,77635.7,75026.1,2.40M,1.59%
28/11/2022,76144.5,76424.1,77728.9,76144.5,2.30M,-0.61%
25/11/2022,76610.5,75771.7,77076.5,75492.1,2.60M,1.23%
24/11/2022,75678.5,73628.1,75678.5,73534.9,2.88M,2.27%
23/11/2022,74000.9,74094.1,74280.5,72975.7,773.10K,-0.13%
22/11/2022,74094.1,72230.1,74746.5,72136.9,2.28M,2.05%
21/11/2022,72602.9,71764.1,72602.9,71670.9,1.79M,1.17%
18/11/2022,71764.1,71764.1,72509.7,70552.5,2.23M,1.32%
17/11/2022,70832.1,71577.7,72975.7,69993.3,2.60M,2.01%
16/11/2022,69434.1,70366.1,73441.7,68781.7,3.54M,-3.25%
15/11/2022,71764.1,73628.1,74000.9,71298.1,2.09M,-2.53%
14/11/2022,73628.1,72696.1,76424.1,70925.3,2.60M,0.77%
11/11/2022,73068.9,73534.9,74932.9,73068.9,1.56M,0%
10/11/2022,73068.9,75398.9,75492.1,71764.1,2.64M,-3.09%
09/11/2022,75398.9,76424.1,76610.5,74560.1,2.70M,-1.82%
08/11/2022,76796.9,76610.5,76796.9,74187.3,2.30M,0.24%
07/11/2022,76610.5,74653.3,76610.5,74560.1,2.64M,2.75%
04/11/2022,74560.1,74466.9,75492.1,72696.1,2.91M,0%
03/11/2022,74560.1,72696.1,75212.5,72696.1,1.28M,2.17%
02/11/2022,72975.7,74746.5,74839.7,72975.7,1.83M,-2.37%
01/11/2022,74746.5,73162.1,76890.1,73162.1,3.18M,2.17%
31/10/2022,73162.1,72416.5,73162.1,72043.7,1.57M,0.64%
28/10/2022,72696.1,73162.1,73255.3,72416.5,1.44M,-0.64%
27/10/2022,73162.1,70832.1,73162.1,70832.1,2.28M,3.29%
26/10/2022,70832.1,70832.1,71204.9,70459.3,824.70K,0%
25/10/2022,70832.1,69061.3,71577.7,69061.3,1.66M,2.7%
24/10/2022,68968.1,71950.5,71950.5,68968.1,1.58M,-3.9%
21/10/2022,71764.1,72230.1,73068.9,71298.1,2.10M,-0.65%
20/10/2022,72230.1,71391.3,72230.1,70645.7,2.29M,1.17%
19/10/2022,71391.3,70925.3,71577.7,70925.3,1.04M,0.13%
18/10/2022,71298.1,69900.1,71764.1,69620.5,3.14M,3.24%
17/10/2022,69061.3,68781.7,69993.3,68688.5,1.68M,0.14%
14/10/2022,68968.1,68968.1,69434.1,68688.5,1.44M,0.27%
13/10/2022,68781.7,66172.1,68781.7,65985.7,3.17M,3.07%
12/10/2022,66731.3,65706.1,66824.5,65333.3,1.27M,1.99%
11/10/2022,65426.5,65706.1,66638.1,64867.3,1.72M,-0.43%
10/10/2022,65706.1,63842.1,66638.1,62816.9,1.66M,1%
07/10/2022,65053.7,64587.7,66451.7,61978.1,2.69M,-0.29%
06/10/2022,65240.1,66451.7,66544.9,65240.1,1.50M,-2.23%
05/10/2022,66731.3,66172.1,67104.1,66172.1,1.49M,0.99%
04/10/2022,66078.9,66917.7,66917.7,65240.1,1.63M,-0.14%
03/10/2022,66172.1,67010.9,67570.1,66172.1,2.04M,-1.8%
30/09/2022,67383.7,67010.9,68315.7,67010.9,2.35M,-0.55%
29/09/2022,67756.5,67942.9,68502.1,67290.5,2.03M,1.25%
28/09/2022,66917.7,67104.1,68036.1,66078.9,2.15M,-0.83%
27/09/2022,67476.9,69434.1,69806.9,67383.7,2.42M,-2.16%
26/09/2022,68968.1,70645.7,71018.5,68688.5,3.39M,-3.52%
23/09/2022,71484.5,71764.1,72043.7,71298.1,1.40M,-0.26%
22/09/2022,71670.9,71391.3,71857.3,70832.1,1.03M,0%
21/09/2022,71670.9,70552.5,72323.3,70459.3,2.48M,1.45%
20/09/2022,70645.7,70179.7,71018.5,70179.7,1.14M,0.8%
19/09/2022,70086.5,70459.3,70552.5,69806.9,1.42M,-1.05%
